"id","sch","gr","cltype","hdeg","clad","exp","trace","read","math","ses","schtype","sx","eth","birthq","birthy","yrs","tch","ach_score"
"182057","55","K","reg","BS/BA","1",13,NA,443,478,"F","rural","F","W","1979:3","1979",0,"942",921
"182095","32","K","reg","BS/BA",NA,2,"W",402,454,"F","inner","M","B","1980:1","1980",0,"543",856
"182112","63","K","reg","BS/BA","1",10,"W",400,392,"F","rural","M","B","1980:1","1980",0,"1078",792
"182135","45","K","reg+A","BS/BA","1",11,"W",390,339,"F","inner","M","B","1979:4","1979",0,"749",729
"182156","28","K","reg","BS/BA",NA,9,"B",447,520,"F","inner","F","B","1980:2","1980",0,"482",967
"182209","80","K","small","MS/MA/MEd","1",12,"W",545,576,"N","rural","F","W","1980:1","1980",0,"1375",1121
"182224","11","K","reg","MS/MA/MEd","2",11,"W",472,494,"N","rural","F","W","1980:1","1980",0,"176",966
"182262","41","K","small","MS/MA/MEd","1",18,"W",467,626,"N","suburb","M","W","1979:4","1979",0,"694",1093
"182297","74","K","reg","BS/BA","1",13,"W",422,468,"N","rural","F","W","1980:3","1980",0,"1289",890
"182314","57","K","small","BS/BA","APPR",1,"W",403,434,"F","rural","M","B","1980:3","1980",0,"978",837
"182330","56","K","small","BS/BA","APPR",3,"W",430,444,"F","rural","F","W","1980:3","1980",0,"957",874
"182362","3","K","reg+A","MS/MA/MEd","1",9,"W",440,489,"N","rural","M","W","1980:3","1980",0,"34",929
"182382","64","K","reg+A","BS/BA","1",5,"W",397,429,"N","rural","M","W","1980:2","1980",0,"1106",826
"182459","32","K","reg","BS/BA",NA,3,"B",456,468,"F","inner","F","B","1980:3","1980",0,"544",924
"182475","41","K","reg+A","BS/BA","1",16,"W",425,506,"N","suburb","F","W","1980:3","1980",0,"696",931
"182502","70","K","reg","BS/BA","1",10,"W",431,459,"F","rural","M","W","1979:4","1979",0,"1216",890
"18257","51","K","small","BS/BA","1",16,"B",467,468,"N","suburb","F","W","1980:1","1980",0,"851",935
"182585","22","K","reg","BS/BA","APPR",1,"B",393,429,"F","inner","M","B","1980:3","1980",0,"352",822
"182618","72","K","small","MS/MA/MEd","1",6,"W",474,536,"F","rural","M","W","1980:3","1980",0,"1250",1010
"182641","26","K","small","BS/BA","APPR",1,"W",397,423,"F","inner","F","B","1980:1","1980",0,"433",820
"182683","75","K","reg","MS/MA/MEd","1",13,"W",448,494,"N","rural","F","W","1980:3","1980",0,"1305",942
"18269","76","K","reg","BS/BA","1",2,"W",439,494,"F","rural","M","W","1980:2","1980",0,"1325",933
"182732","55","K","reg","BS/BA","1",13,NA,465,602,"N","rural","F","W","1980:2","1980",0,"942",1067
"182750","60","K","small","BS/BA","1",11,"W",408,449,"N","urban","F","W","1980:2","1980",0,"1035",857
"182779","45","K","reg","BS/BA","1",12,"W",402,423,"F","inner","M","B","1980:3","1980",0,"748",825
"182812","45","K","reg","BS/BA","1",12,"W",380,405,"F","inner","F","B","1980:2","1980",0,"748",785
"18282","7","K","reg+A","BS/BA","2",9,"W",422,429,"F","rural","F","W","1980:3","1980",0,"90",851
"182830","74","K","reg","BS/BA","1",13,"W",487,547,"N","rural","F","W","1980:2","1980",0,"1289",1034
"182880","16","K","reg+A","MS/MA/MEd","1",17,"W",422,429,"F","inner","M","B","1980:1","1980",0,"247",851
"182893","72","K","small","BS/BA","1",16,"W",490,576,"N","rural","F","W","1980:2","1980",0,"1251",1066
"182959","17","K","reg","BS/BA","1",0,"W",440,536,"N","suburb","M","W","1980:1","1980",0,"268",976
"182966","9","K","reg","BS/BA","1",5,"W",405,439,"F","urban","M","W","1979:4","1979",0,"135",844
"183035","54","K","reg+A","BS/BA","1",7,"W",487,547,"N","suburb","F","W","1980:3","1980",0,"928",1034
"183049","50","K","reg","MS/MA/MEd","1",13,"W",434,468,"F","rural","F","W","1980:3","1980",0,"830",902
"183136","68","K","small","MS/MA/MEd","1",8,"W",447,513,"F","rural","F","B","1980:1","1980",0,"1176",960
"183143","19","K","small","BS/BA","APPR",2,"W",465,559,"F","inner","F","B","1979:4","1979",0,"286",1024
"183169","48","K","small","MS/MA/MEd","1",17,"W",465,528,"F","urban","F","W","1980:1","1980",0,"793",993
"18317","46","K","reg","BS/BA","1",12,"W",433,513,"N","suburb","M","W","1979:2","1979",0,"760",946
"183265","35","K","reg+A","BS/BA","1",12,"W",397,429,"F","rural","F","W","1980:1","1980",0,"608",826
"183273","22","K","reg","BS/BA","APPR",1,"B",419,454,"F","inner","F","B","1980:3","1980",0,"352",873
"183291","64","K","reg+A","BS/BA","1",5,"W",447,473,"N","rural","M","W","1980:3","1980",0,"1106",920
"183323","73","K","reg","BS/BA","1",19,"W",483,520,"N","rural","F","W","1980:3","1980",0,"1273",1003
"183334","2","K","reg+A","BS/BA","1",17,"W",390,444,"F","urban","M","W","1978:4","1978",0,"21",834
"183351","70","K","reg","BS/BA","1",10,"W",510,559,"N","rural","M","W","1979:4","1979",0,"1216",1069
"183373","75","K","reg","MS/MA/MEd","1",13,"W",439,528,"N","rural","F","W","1980:2","1980",0,"1305",967
"183446","76","K","reg","BS/BA","APPR",1,"W",443,528,"N","rural","M","W","1979:4","1979",0,"1324",971
"18347","2","K","reg+A","BS/BA","1",17,"W",407,463,"N","urban","M","B","1979:3","1979",0,"21",870
"183495","71","K","reg+A","BS/BA",NA,2,"W",450,559,"N","rural","M","W","1979:4","1979",0,"1237",1009
"183515","8","K","small","BS/BA","1",8,"W",414,423,"N","rural","F","W","1980:3","1980",0,"111",837
"183535","20","K","small","BS/BA","1",21,"W",500,513,"N","suburb","F","B","1980:1","1980",0,"310",1013
"183584","4","K","reg+A","BS/BA","1",7,"W",416,459,"N","suburb","M","W","1980:1","1980",0,"54",875
"183601","42","K","reg+A","BS/BA","APPR",3,"W",468,576,"N","suburb","M","W","1980:1","1980",0,"714",1044
"183611","21","K","reg+A","BS/BA","1",5,"B",413,536,"N","suburb","M","W","1980:3","1980",0,"333",949
"183623","72","K","reg+A","MS/MA/MEd","1",10,"W",445,547,"F","rural","F","W","1979:4","1979",0,"1254",992
"183646","64","K","small","BS/BA","1",19,"W",458,494,"N","rural","F","W","1980:2","1980",0,"1102",952
"183654","45","K","reg","BS/BA","1",12,"W",416,434,"F","inner","M","B","1979:4","1979",0,"748",850
"183673","73","K","reg","BS/BA","1",19,"W",439,494,"F","rural","F","W","1980:3","1980",0,"1273",933
"18369","17","K","reg","BS/BA","1",0,"W",474,513,"N","suburb","F","W","1980:1","1980",0,"268",987
"183721","34","K","reg","MS/MA/MEd","1",17,"W",425,500,"N","rural","F","W","1980:3","1980",0,"592",925
"183739","70","K","reg","BS/BA","1",10,"W",414,489,"N","rural","F","W","1980:3","1980",0,"1216",903
"183758","63","K","reg+A","MS/MA/MEd","1",7,"W",472,559,"N","rural","F","W","1980:2","1980",0,"1079",1031
"183773","40","K","reg+A","MS/MA/MEd","1",21,"W",451,473,"F","rural","M","W","1980:2","1980",0,"680",924
"183840","6","K","reg","BS/BA","APPR",1,"W",407,459,"F","rural","F","W","1980:1","1980",0,"83",866
"183852","58","K","reg+A","BS/BA","1",17,"W",447,528,"N","suburb","M","W","1980:2","1980",0,"998",975
"183885","52","K","reg+A","BS/BA","1",18,"W",437,520,"N","suburb","F","W","1980:2","1980",0,"894",957
"183919","56","K","reg","MS/MA/MEd","1",13,"W",397,399,"F","rural","F","B","1980:1","1980",0,"960",796
"183982","59","K","reg+A","MS/MA/MEd","1",8,"W",434,439,"N","urban","M","W","1980:2","1980",0,"1020",873
"184046","62","K","reg","BS/BA","1",16,"W",418,473,"F","rural","F","W","1980:2","1980",0,"1064",891
"184058","71","K","reg+A","BS/BA",NA,2,"W",398,418,"F","rural","F","W","1980:3","1980",0,"1237",816
"184073","36","K","reg+A","MS/MA/MEd","1",14,"W",433,484,"N","suburb","M","W","1979:3","1979",0,"625",917
"184088","38","K","reg+A","MS/MA/MEd","1",8,"W",455,489,"F","rural","M","W","1979:4","1979",0,"651",944
"184153","73","K","small","BS/BA",NA,1,"W",416,468,"F","rural","M","W","1979:3","1979",0,"1271",884
"184166","16","K","reg","MA+","1",8,"W",434,478,"F","inner","F","B","1979:4","1979",0,"244",912
"184190","38","K","reg","MS/MA/MEd","1",13,"W",456,478,"N","rural","F","W","1980:2","1980",0,"650",934
"184240","70","K","reg+A","BS/BA","1",14,"W",470,559,"N","rural","M","W","1980:1","1980",0,"1217",1029
"184262","10","K","reg","BS/BA","1",3,"W",445,484,"N","urban","F","W","1979:4","1979",0,"163",929
"184298","61","K","reg+A","MS/MA/MEd","1",8,"W",456,468,"N","suburb","F","W","1980:3","1980",0,"1050",924
"184335","76","K","reg","BS/BA","1",2,"W",391,365,"F","rural","M","W","1980:1","1980",0,"1325",756
"184412","22","K","reg+A","BS/BA","1",7,"W",413,412,"F","inner","M","B","1980:2","1980",0,"355",825
"184463","62","K","small","MS/MA/MEd","1",6,"W",442,484,"N","rural","F","W","1980:1","1980",0,"1063",926
"184470","80","K","reg+A","MS/MA/MEd","1",13,"W",492,602,"N","rural","F","W","1979:4","1979",0,"1377",1094
"184494","43","K","small","BS/BA","PROB",0,"W",384,405,"N","suburb","F","W","1980:2","1980",0,"715",789
"184509","64","K","small","BS/BA","1",19,"W",430,473,"F","rural","F","W","1980:2","1980",0,"1102",903
"184541","9","K","reg+A","BS/BA","1",14,"W",443,459,"N","urban","F","B","1980:2","1980",0,"139",902
"184561","28","K","reg+A","MS/MA/MEd","1",10,"B",428,444,"F","inner","M","B","1980:1","1980",0,"484",872
"184598","2","K","reg+A","BS/BA","1",17,"W",405,429,"F","urban","F","W","1978:4","1978",0,"21",834
"184655","12","K","reg","BS/BA","1",20,"W",413,444,"F","rural","F","W","1980:1","1980",0,"191",857
"184689","74","K","reg+A","MS/MA/MEd","1",8,"W",434,528,"F","rural","F","B","1980:1","1980",0,"1290",962
"184736","27","K","reg","BS/BA",NA,6,"B",437,473,"F","inner","M","B","1980:1","1980",0,"449",910
"184745","68","K","reg+A","BS/BA","1",10,"W",453,500,"N","rural","F","W","1980:3","1980",0,"1179",953
"184762","65","K","small","BS/BA","1",15,"W",440,439,"N","rural","F","W","1980:3","1980",0,"1123",879
"184810","39","K","small","BS/BA","1",2,"W",405,513,"F","rural","M","W","1979:3","1979",0,"661",918
"184822","67","K","small","BS/BA","1",5,"W",419,439,"N","rural","F","W","1979:4","1979",0,"1163",858
"184864","34","K","reg","MS/MA/MEd","1",17,"W",437,494,"N","rural","F","W","1980:1","1980",0,"592",931
"184875","47","K","reg+A","BS/BA","1",15,"W",437,559,"N","rural","F","W","1980:3","1980",0,"777",996
"184909","80","K","small","MS/MA/MEd","1",12,"W",443,506,"N","rural","M","W","1980:2","1980",0,"1375",949
"184924","78","K","small","MA+","1",8,"W",428,489,"N","rural","F","W","1980:2","1980",0,"1346",917
"184944","32","K","reg+A","BS/BA",NA,2,"W",407,439,"F","inner","F","B","1980:1","1980",0,"547",846
"184956","27","K","reg","BS/BA","PROB",0,"B",425,478,"F","inner","M","B","1980:2","1980",0,"448",903
"184990","7","K","small","MA+","1",6,"W",442,429,"F","rural","M","W","1980:2","1980",0,"86",871
"185031","45","K","reg+A","BS/BA","1",11,"W",433,463,"F","inner","M","B","1979:4","1979",0,"749",896
"185050","10","K","reg+A","MS/MA/MEd","1",12,"W",403,454,"F","urban","F","W","1980:3","1980",0,"164",857
"185068","9","K","reg+A","BS/BA","1",11,"W",472,463,"F","urban","F","W","1980:2","1980",0,"138",935
"185089","59","K","small","MS/MA/MEd","1",14,"W",500,576,"N","urban","F","W","1980:1","1980",0,"1017",1076
"185097","55","K","reg+A","MS/MA/MEd","1",13,"W",422,473,"F","rural","M","W","1979:3","1979",0,"944",895
"18513","23","K","reg","BS/BA","APPR",1,"W",433,500,"N","suburb","M","B","1980:1","1980",0,"381",933
"185152","43","K","reg+A","BS/BA","1",17,"W",421,449,"N","suburb","F","W","1980:1","1980",0,"718",870
"18518","69","K","reg+A","MS/MA/MEd","1",6,"W",436,513,"N","rural","M","W","1979:4","1979",0,"1202",949
"185181","27","K","reg+A","BS/BA","1",10,"B",463,547,"F","inner","F","B","1980:2","1980",0,"451",1010
"185200","17","K","reg","BS/BA","1",0,"W",480,576,"N","suburb","F","A","1980:1","1980",0,"268",1056
"185232","19","K","reg+A","BS/BA","PROB",0,"W",405,434,"F","inner","M","B","1980:1","1980",0,"289",839
"185279","33","K","reg+A","MS/MA/MEd","1",5,"W",425,459,"F","inner","F","B","1980:1","1980",0,"570",884
"185307","45","K","reg+A","BS/BA","1",11,"W",419,449,"F","inner","M","B","1980:3","1980",0,"749",868
"185321","36","K","reg","BS/BA","1",15,"W",440,463,"N","suburb","M","W","1980:3","1980",0,"624",903
"185387","57","K","small","MS/MA/MEd","1",8,"W",428,506,"N","rural","F","W","1980:3","1980",0,"979",934
"185419","61","K","reg","MS/MA/MEd","1",22,"W",424,478,"N","suburb","F","W","1980:3","1980",0,"1049",902
"185436","6","K","reg","BS/BA","APPR",1,"W",407,434,"N","rural","F","W","1980:2","1980",0,"83",841
"18545","80","K","small","MS/MA/MEd","1",12,"W",407,459,"F","rural","M","W","1980:1","1980",0,"1375",866
"1855","66","K","reg+A","BS/BA","1",3,"W",451,473,"N","rural","M","W","1980:1","1980",0,"1141",924
"185518","40","K","reg+A","MS/MA/MEd","1",21,"W",421,454,"F","rural","F","W","1980:2","1980",0,"680",875
"185547","20","K","small","BS/BA","1",21,"W",416,449,"F","suburb","F","B","1980:3","1980",0,"310",865
"18557","42","K","small","BS/BA",NA,0,"W",442,513,"N","suburb","M","W","1980:2","1980",0,"711",955
"185649","1","K","reg+A","BS/BA",NA,9,"W",450,520,"F","rural","M","W","1980:1","1980",0,"4",970
"185678","33","K","reg+A","MS/MA/MEd","1",22,"W",418,449,"F","inner","M","B","1980:2","1980",0,"571",867
"18575","8","K","small","MS/MA/MEd","1",13,"W",437,500,"N","rural","M","W","1980:1","1980",0,"112",937
"185798","41","K","reg+A","BS/BA","1",16,"W",437,506,"N","suburb","F","W","1979:4","1979",0,"696",943
"185854","51","K","small","MS/MA/MEd","1",15,"W",451,478,"N","suburb","M","W","1980:2","1980",0,"850",929
"185915","3","K","reg","BS/BA","1",8,"W",419,506,"N","rural","F","W","1980:3","1980",0,"33",925
"18593","45","K","small","BS/BA",NA,3,"W",398,429,"F","inner","F","B","1980:1","1980",0,"747",827
"185936","23","K","reg","BS/BA","1",20,"B",434,547,"F","suburb","M","B","1980:1","1980",0,"382",981
"186075","16","K","small","BS/BA","APPR",2,"B",395,423,"F","inner","M","B","1980:3","1980",0,"243",818
"186113","79","K","reg","BS/BA","1",13,"W",490,559,"N","rural","F","W","1980:1","1980",0,"1361",1049
"186121","70","K","reg+A","BS/BA","1",14,"W",413,423,"F","rural","F","W","1980:3","1980",0,"1217",836
"186139","75","K","reg","MS/MA/MEd","1",13,"W",442,468,"N","rural","F","W","1980:3","1980",0,"1305",910
"186185","16","K","small","BS/BA","APPR",1,"B",390,423,"F","inner","F","B","1980:3","1980",0,"242",813
"18625","56","K","reg","BS/BA","APPR",3,"B",407,439,"N","rural","M","W","1980:1","1980",0,"959",846
"186285","14","K","small","MS/MA/MEd","1",13,"B",408,412,"F","inner","M","B","1980:2","1980",0,"216",820
"186301","70","K","small","BS/BA","1",8,"W",425,473,"N","rural","F","W","1980:2","1980",0,"1214",898
"186379","79","K","small","BS/BA","1",5,"W",408,444,"F","rural","M","W","1980:3","1980",0,"1358",852
"186400","20","K","reg+A","BS/BA",NA,12,"B",413,454,"N","suburb","M","B","1980:1","1980",0,"313",867
"186417","36","K","small","MS/MA/MEd","1",7,"W",395,434,"F","suburb","M","W","1979:1","1979",0,"622",829
"186449","79","K","reg+A","MS/MA/MEd","1",12,"W",460,528,"N","rural","M","W","1980:1","1980",0,"1362",988
"186481","60","K","small","BS/BA","1",11,"W",408,478,"F","urban","F","W","1980:1","1980",0,"1035",886
"18650","16","K","reg+A","BS/BA","1",6,"W",407,429,"F","inner","M","B","1979:3","1979",0,"245",836
"186506","45","K","small","BS/BA",NA,3,"W",390,399,"F","inner","M","B","1980:3","1980",0,"747",789
"186518","73","K","small","BS/BA",NA,1,"W",605,528,"N","rural","F","W","1979:4","1979",0,"1271",1133
"186604","58","K","small","MS/MA/MEd","1",8,"W",448,484,"N","suburb","M","W","1980:2","1980",0,"995",932
"186634","62","K","small","MS/MA/MEd","1",6,"W",422,468,"N","rural","M","W","1980:3","1980",0,"1063",890
"18665","76","K","reg","BS/BA","APPR",1,"W",450,536,"N","rural","M","W","1980:3","1980",0,"1324",986
"186650","49","K","small","BS/BA","1",8,"W",483,559,"N","rural","M","W","1979:3","1979",0,"814",1042
"186665","67","K","reg","BS/BA","PROB",0,"W",437,513,"F","rural","F","W","1980:3","1980",0,"1164",950
"186705","22","K","reg","BS/BA","1",24,"B",431,478,"F","inner","F","B","1980:1","1980",0,"354",909
"186718","32","K","reg+A","BS/BA",NA,2,"W",421,449,"N","inner","M","B","1980:2","1980",0,"547",870
"18686","51","K","small","BS/BA","1",16,"B",448,459,"N","suburb","M","W","1980:2","1980",0,"851",907
"18726","29","K","reg+A","MS/MA/MEd","1",17,"W",447,459,"F","inner","F","B","1979:4","1979",0,"504",906
"1873","59","K","small","MS/MA/MEd","1",14,"W",456,602,"F","urban","M","W","1980:1","1980",0,"1017",1058
"18743","54","K","reg","MS/MA/MEd","1",13,"W",419,439,"N","suburb","F","W","1979:4","1979",0,"927",858
"18758","29","K","reg","BS/BA","1",5,"W",397,434,"F","inner","M","B","1979:4","1979",0,"503",831
"18782","54","K","small","MS/MA/MEd","1",12,"W",437,494,"N","suburb","F","W","1980:2","1980",0,"926",931
"18829","27","K","reg+A","BS/BA","1",20,"B",487,473,"F","inner","F","B","1980:2","1980",0,"452",960
"18845","45","K","reg","BS/BA","1",12,"W",402,449,"F","inner","F","B","1980:2","1980",0,"748",851
"18923","49","K","small","BS/BA","1",8,"W",434,463,"N","rural","F","W","1980:3","1980",0,"814",897
"18940","44","K","reg","MS/MA/MEd","1",24,"W",461,602,"F","suburb","M","B","1980:2","1980",0,"732",1063
"18971","9","K","reg+A","BS/BA","1",14,"W",478,494,"F","urban","F","W","1980:3","1980",0,"139",972
"18991","9","K","small","BS/BA","1",14,"W",460,506,"N","urban","M","W","1980:1","1980",0,"134",966
"19039","70","K","reg+A","BS/BA","1",14,"W",436,528,"F","rural","F","W","1980:1","1980",0,"1217",964
"19079","50","K","small","BS/BA","1",12,"W",421,506,"F","rural","M","W","1979:4","1979",0,"829",927
"19131","60","K","small","BS/BA","1",11,"W",425,429,"F","urban","M","B","1979:3","1979",0,"1035",854
"19158","50","K","reg+A","MS/MA/MEd","1",12,"W",434,459,"F","rural","F","W","1979:4","1979",0,"832",893
"1916","31","K","reg+A","BS/BA","1",11,"W",421,459,"F","inner","F","B","1980:2","1980",0,"531",880
"19177","9","K","small","BS/BA","1",14,"W",487,506,"N","urban","M","W","1980:3","1980",0,"134",993
"19210","6","K","reg","BS/BA","APPR",1,"W",434,484,"F","rural","F","W","1980:3","1980",0,"83",918
"19226","51","K","small","MS/MA/MEd","1",15,"W",370,412,"N","suburb","F","W","1980:3","1980",0,"850",782
"19249","22","K","reg","BS/BA","APPR",1,"B",422,494,"F","inner","M","B","1980:1","1980",0,"352",916
"19259","70","K","reg+A","BS/BA","1",14,"W",442,547,"N","rural","M","W","1980:3","1980",0,"1217",989
"19337","25","K","reg","BS/BA",NA,18,"B",419,463,"F","suburb","F","W","1980:3","1980",0,"419",882
"1934","27","K","reg+A","BS/BA","1",10,"B",463,576,"F","inner","M","B","1980:2","1980",0,"451",1039
"19386","11","K","reg","MS/MA/MEd","2",11,"W",422,412,"F","rural","F","B","1980:3","1980",0,"176",834
"19435","2","K","reg","MS/MA/MEd","1",6,"W",397,412,"F","urban","M","B","1980:3","1980",0,"20",809
"19497","34","K","reg+A","MS/MA/MEd","1",5,"W",398,418,"N","rural","M","W","1980:3","1980",0,"593",816
"1952","17","K","reg+A","BS/BA","1",8,"B",425,520,"N","suburb","F","B","1980:1","1980",0,"269",945
"19543","46","K","reg","BS/BA","1",12,"W",507,547,"N","suburb","F","W","1979:4","1979",0,"760",1054
"19561","70","K","reg","BS/BA","1",10,"W",461,536,"N","rural","M","W","1979:3","1979",0,"1216",997
"1958","9","K","reg","BS/BA","1",8,"W",522,559,"N","urban","F","W","1979:4","1979",0,"137",1081
"19612","36","K","small","MS/MA/MEd","1",7,"W",402,439,"N","suburb","M","W","1980:2","1980",0,"622",841
"19633","69","K","small","BS/BA","1",6,"W",439,520,"F","rural","F","W","1980:1","1980",0,"1200",959
"19681","67","K","reg+A","BS/BA","1",13,"W",434,478,"N","rural","M","W","1980:1","1980",0,"1165",912
"19697","74","K","small","BS/BA","1",12,"W",418,513,"F","rural","F","W","1980:1","1980",0,"1287",931
"19702","59","K","reg","BS/BA","PROB",0,"W",443,528,"N","urban","F","B","1979:4","1979",0,"1019",971
"19718","73","K","reg","BS/BA","1",19,"W",456,547,"N","rural","F","W","1979:4","1979",0,"1273",1003
"19769","44","K","small","BS/BA","1",3,"W",468,520,"F","suburb","F","W","1980:3","1980",0,"730",988
"19792","37","K","reg","BS/BA","1",5,"W",436,520,"N","urban","M","W","1980:1","1980",0,"640",956
"1980","39","K","reg+A","MS/MA/MEd","1",5,"W",413,459,"N","rural","F","W","1980:2","1980",0,"664",872
"19815","25","K","reg","BS/BA",NA,18,"B",421,454,"F","suburb","F","B","1979:4","1979",0,"419",875
"19833","70","K","small","BS/BA","1",8,"W",408,439,"N","rural","M","W","1980:3","1980",0,"1214",847
"19883","5","K","reg","BS/BA","1",8,"W",400,439,"N","rural","F","W","1980:3","1980",0,"68",839
"1993","55","K","reg","MS/MA/MEd","1",13,"W",416,513,"N","rural","M","W","1980:3","1980",0,"943",929
"19951","6","K","small","MS/MA/MEd","1",12,"W",422,449,"F","rural","M","W","1980:1","1980",0,"82",871
"20016","3","K","reg","BS/BA","1",8,"W",458,536,"N","rural","F","W","1980:1","1980",0,"33",994
"20047","76","K","small","MS/MA/MEd","1",8,"W",430,494,"F","rural","M","W","1980:1","1980",0,"1321",924
"20088","57","K","reg+A","MS/MA/MEd","1",8,"W",425,478,"N","rural","M","W","1979:4","1979",0,"981",903
"20109","66","K","reg+A","BS/BA","1",13,"W",463,489,"N","rural","F","W","1980:2","1980",0,"1142",952
"20153","3","K","reg+A","MS/MA/MEd","1",9,"W",431,444,"N","rural","F","W","1980:3","1980",0,"34",875
"20203","68","K","reg","BS/BA","2",10,"W",487,559,"F","rural","F","W","1980:3","1980",0,"1177",1046
"20231","70","K","reg","BS/BA","1",10,"W",416,473,"F","rural","F","W","1979:4","1979",0,"1216",889
"20286","23","K","reg+A","BS/BA","1",21,"B",408,500,"N","suburb","F","B","1980:2","1980",0,"383",908
"20313","43","K","small","BS/BA",NA,15,"W",407,463,"N","suburb","M","W","1980:3","1980",0,"716",870
"20347","11","K","reg+A","BS/BA","1",13,"W",480,602,"N","rural","F","W","1980:3","1980",0,"177",1082
"20365","63","K","reg","MS/MA/MEd","1",6,"W",416,459,"N","rural","M","W","1980:2","1980",0,"1077",875
"20394","7","K","reg","BS/BA","PROB",0,"W",442,468,"F","rural","F","W","1979:3","1979",0,"87",910
"20427","80","K","reg+A","MS/MA/MEd","1",13,"W",447,520,"N","rural","M","W","1979:3","1979",0,"1377",967
"20446","9","K","reg+A","BS/BA","1",11,"W",456,449,"N","urban","M","W","1980:2","1980",0,"138",905
"20459","24","K","reg","BS/BA","1",6,"W",407,423,"F","suburb","M","B","1980:3","1980",0,"401",830
"20526","7","K","reg","MS/MA/MEd","1",15,"W",465,494,"F","rural","F","W","1980:2","1980",0,"88",959
"2054","27","K","reg","BS/BA","PROB",0,"B",419,423,"F","inner","F","B","1980:4","1980",0,"448",842
"20543","23","K","reg","BS/BA","1",20,"B",421,463,"N","suburb","F","B","1980:1","1980",0,"382",884
"20603","14","K","reg+A","BS/BA","APPR",1,"B",431,459,"F","inner","F","B","1980:3","1980",0,"217",890
"20620","56","K","small","BS/BA","APPR",3,"W",421,468,"F","rural","F","W","1980:2","1980",0,"957",889
"20639","19","K","reg+A","BS/BA","PROB",0,"W",453,489,"F","inner","M","B","1979:1","1979",0,"289",942
"20657","68","K","reg+A","BS/BA","1",10,"W",391,478,"F","rural","M","W","1980:1","1980",0,"1179",869
"20672","9","K","reg+A","BS/BA","1",11,"W",453,463,"F","urban","M","B","1980:1","1980",0,"138",916
"20687","15","K","reg","MS/MA/MEd","1",11,"B",408,418,"F","inner","M","B","1980:1","1980",0,"230",826
"20711","38","K","small","Ed.S","2",8,"W",456,494,"F","rural","F","W","1979:4","1979",0,"649",950
"20731","68","K","reg","BS/BA","2",10,"W",476,547,"N","rural","F","W","1980:3","1980",0,"1177",1023
"2074","58","K","reg+A","BS/BA","1",3,"W",431,494,"N","suburb","F","W","1980:3","1980",0,"997",925
"20753","39","K","small","BS/BA","1",2,"W",416,489,"F","rural","M","W","1980:1","1980",0,"661",905
"20764","9","K","reg","BS/BA","1",5,"W",427,454,"N","urban","M","W","1980:2","1980",0,"135",881
"20830","62","K","reg+A","BS/BA","1",4,"W",421,500,"N","rural","M","W","1979:2","1979",0,"1065",921
"20845","29","K","reg","BS/BA","1",5,"W",408,468,"F","inner","M","B","1980:2","1980",0,"503",876
"20942","60","K","reg+A","BS/BA","APPR",5,"W",440,536,"N","urban","F","W","1980:2","1980",0,"1037",976
"20973","74","K","small","BS/BA","1",14,"W",503,602,"N","rural","M","W","1979:2","1979",0,"1288",1105
"21002","61","K","reg","MS/MA/MEd","1",22,"W",421,484,"N","suburb","M","W","1980:3","1980",0,"1049",905
"21071","47","K","small","MS/MA/MEd","PEND",11,"W",424,463,"N","rural","M","W","1980:1","1980",0,"775",887
"21100","1","K","reg","MS/MA/MEd","1",10,"W",398,449,"N","rural","F","W","1980:2","1980",0,"3",847
"21121","2","K","reg+A","BS/BA","1",17,"W",419,500,"N","urban","M","B","1980:1","1980",0,"21",919
"21131","72","K","reg+A","MS/MA/MEd","1",10,"W",422,434,"N","rural","M","W","1980:3","1980",0,"1254",856
"21201","12","K","reg","BS/BA","1",20,"W",428,528,"F","rural","F","W","1980:1","1980",0,"191",956
"21207","29","K","small","BS/BA","1",5,"W",448,478,"F","inner","M","B","1979:4","1979",0,"502",926
"21227","68","K","reg+A","BS/BA","1",10,"W",458,500,"F","rural","M","W","1980:3","1980",0,"1179",958
"21259","3","K","small","BS/BA","1",9,"W",458,559,"N","rural","M","W","1980:3","1980",0,"31",1017
"21273","10","K","reg+A","MS/MA/MEd","1",12,"W",450,506,"N","urban","M","W","1980:3","1980",0,"164",956
"21326","52","K","small","BS/BA","1",14,"W",460,506,"N","suburb","M","W","1980:2","1980",0,"892",966
"2137","49","K","small","BS/BA","1",8,"W",418,439,"N","rural","M","W","1980:3","1980",0,"814",857
"21371","22","K","reg+A","BS/BA","1",16,"B",439,473,"F","inner","M","B","1980:3","1980",0,"356",912
"21386","51","K","small","BS/BA","1",16,"B",430,473,"F","suburb","M","W","1980:3","1980",0,"851",903
"21420","56","K","small","BS/BA","1",21,"W",400,423,"N","rural","F","W","1980:2","1980",0,"958",823
"21431","51","K","reg+A","MA+","1",12,"W",450,528,"N","suburb","M","W","1979:4","1979",0,"855",978
"21468","58","K","reg+A","BS/BA","1",17,"W",485,576,"N","suburb","M","W","1979:2","1979",0,"998",1061
"21481","25","K","reg","BS/BA",NA,18,"B",391,405,"N","suburb","M","B","1980:3","1980",0,"419",796
"21513","24","K","reg","BS/BA","1",6,"W",434,473,"F","suburb","F","B","1980:3","1980",0,"401",907
"21543","28","K","reg","BS/BA",NA,9,"B",430,463,"F","inner","M","B","1979:4","1979",0,"482",893
